,title,post_publish_time,code_name,content
12,国缆检测：连续3日融资净偿还累计51.53万元（07-28）,2023-07-31 09:02:14,301289.sz,国缆检测融资融券信息显示，2023年7月28日融资净偿还5.8万元；融资余额5455.95万元，较前一日下降0.11%。 融资方面，当日融资买入120.32万元，融资偿还126.12万元，融资净偿还5.8万元，连续3日净偿还累计51.53万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计5455.95万元。
13,国缆检测本周融资净偿还20.51万元，居专业服务板块第十二,2023-07-30 15:09:42,301289.sz,国缆检测本周(2023/07/24-2023/07/28)累计涨幅达2.24%，截至7月28日最新股价报收36.53元。从增量上来看，7月24日至7月27日融资买入交易规模274.25万元，融资偿还规模294.76万元，期内融资净偿还20.51万元。从存量上来看，截止7月30日，国缆检测融资融券余额5461.75万元，其中融资余额规模5461.75万元，融券余额规模0元。 国缆检测本周两融资金延续回落态势，融资余额已连续7周降低累计达1515.7万元。在两市3248家融资融券标的中，国缆检测期内融资净买入值排名第1515，期末融资余额排名第2742。按东财二级行业分类的融资融券标的统计情况来看，在所属专业服务板块中，国缆检测本周融资净买入额排名9/20，期末融资余额行业排名13/20。
14,国缆检测：融资净偿还4.57万元，融资余额5461.75万元（07-27）,2023-07-28 08:58:29,301289.sz,2023年7月27日国缆检测融资净偿还4.57万元，融资余额5461.75万元
28,国缆检测：融资净买入22.54万元，融资余额6273.67万元（07-12）,2023-07-13 09:10:02,301289.sz,2023年7月12日国缆检测融资净买入22.54万元，融资余额6273.67万元
29,国缆检测：融资净买入84.38万元，融资余额6251.14万元（07-11）,2023-07-12 09:03:33,301289.sz,国缆检测融资融券信息显示，2023年7月11日融资净买入84.38万元；融资余额6251.14万元，较前一日增加1.37%。 融资方面，当日融资买入164.81万元，融资偿还80.43万元，融资净买入84.38万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6251.14万元。
30,国缆检测：融资净偿还60.17万元，融资余额6166.76万元（07-10）,2023-07-11 09:02:28,301289.sz,国缆检测融资融券信息显示，2023年7月10日融资净偿还60.17万元；融资余额6166.76万元，较前一日下降0.97%。 融资方面，当日融资买入55.83万元，融资偿还116万元，融资净偿还60.17万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6166.76万元。
31,国缆检测：融资净买入117.86万元，融资余额6226.93万元（07-07）,2023-07-10 09:03:28,301289.sz,2023年7月7日国缆检测融资净买入117.86万元，融资余额6226.93万元
32,国缆检测本周融资净偿还174.91万元，居专业服务板块第八,2023-07-09 15:09:43,301289.sz,国缆检测本周(2023/07/03-2023/07/07)累计涨幅达0.89%，截至7月7日最新股价报收35.31元。从增量上来看，7月3日至7月6日融资买入交易规模265.82万元，融资偿还规模440.74万元，期内融资净偿还174.91万元。从存量上来看，截止7月9日，国缆检测融资融券余额6109.07万元，其中融资余额规模6109.07万元，融券余额规模0元。 国缆检测本周两融资金延续回落态势，融资余额已连续4周降低累计达868.37万元。在两市3196家融资融券标的中，国缆检测期内融资净买入值排名第2007，期末融资余额排名第2632。按东财二级行业分类的融资融券标的统计情况来看，在所属专业服务板块中，国缆检测本周融资净买入额排名14/21，期末融资余额行业排名13/21。
33,国缆检测：连续7日融资净偿还累计598.07万元（07-06）,2023-07-07 08:56:01,301289.sz,2023年7月6日国缆检测连续7日融资净偿还累计598.07万元
34,国缆检测：连续6日融资净偿还累计573.31万元（07-05）,2023-07-06 08:55:31,301289.sz,国缆检测融资融券信息显示，2023年7月5日融资净偿还96.74万元；融资余额6133.83万元，较前一日下降1.55%。 融资方面，当日融资买入40.42万元，融资偿还137.16万元，融资净偿还96.74万元，连续6日净偿还累计573.31万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6133.83万元。
35,国缆检测：连续5日融资净偿还累计476.57万元（07-04）,2023-07-05 08:57:55,301289.sz,国缆检测融资融券信息显示，2023年7月4日融资净偿还8.37万元；融资余额6230.57万元，较前一日下降0.13%。 融资方面，当日融资买入90.08万元，融资偿还98.45万元，融资净偿还8.37万元，连续5日净偿还累计476.57万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6230.57万元。
36,国缆检测：约584.99万股限售股7月7日解禁,2023-07-04 20:10:27,301289.sz,国缆检测（SZ301289，收盘价：35.37元）7月4日晚间发布公告称，公司限售股份约584.99万股将于2023年7月7日解禁并上市流通，占公司总股本比例约为7.5%。2022年1至12月份，国缆检测的营业收入构成为：检验检测占比89.86%，其他业务占比4.75%，计量服务占比3.21%，专业技术服务占比2.19%。
37,国缆检测：连续4日融资净偿还累计468.2万元（07-03）,2023-07-04 08:59:11,301289.sz,2023年7月3日国缆检测连续4日融资净偿还累计468.2万元
38,国缆检测：连续3日融资净偿还累计423.16万元（06-30）,2023-07-03 09:03:07,301289.sz,国缆检测融资融券信息显示，2023年6月30日融资净偿还134.54万元；融资余额6283.98万元，较前一日下降2.1%。 融资方面，当日融资买入133.45万元，融资偿还268万元，融资净偿还134.54万元，连续3日净偿还累计423.16万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6283.98万元。
39,国缆检测本周融资净偿还252.18万元，居专业服务板块第七,2023-07-02 15:09:49,301289.sz,国缆检测本周(2023/06/26-2023/06/30)累计涨幅达2.88%，截至6月30日最新股价报收35.00元。从增量上来看，6月26日至6月29日融资买入交易规模449.63万元，融资偿还规模701.81万元，期内融资净偿还252.18万元。从存量上来看，截止7月2日，国缆检测融资融券余额6418.52万元，其中融资余额规模6418.52万元，融券余额规模0元。 国缆检测本周两融资金延续回落态势，融资余额已连续3周降低累计达558.92万元。在两市3192家融资融券标的中，国缆检测期内融资净买入值排名第1868，期末融资余额排名第2591。按东财二级行业分类的融资融券标的统计情况来看，在所属专业服务板块中，国缆检测本周融资净买入额排名16/22，期末融资余额行业排名14/22。
40,国缆检测股东户数增加9.47%，户均持股9.75万元,2023-06-30 11:31:43,301289.sz,国缆检测最新股东户数7005户，低于行业平均水平。公司户均持有流通股份2784股；户均流通市值9.75万元。
41,国缆检测：融资净偿还112.03万元，融资余额6418.52万元（06-29）,2023-06-30 09:12:00,301289.sz,2023年6月29日国缆检测融资净偿还112.03万元，融资余额6418.52万元
42,国缆检测：融资净偿还176.59万元，融资余额6530.55万元（06-28）,2023-06-29 08:57:09,301289.sz,国缆检测融资融券信息显示，2023年6月28日融资净偿还176.59万元；融资余额6530.55万元，较前一日下降2.63%。 融资方面，当日融资买入93.46万元，融资偿还270.04万元，融资净偿还176.59万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6530.55万元。
43,国缆检测：融资净买入55.82万元，融资余额6707.14万元（06-27）,2023-06-28 09:00:48,301289.sz,国缆检测融资融券信息显示，2023年6月27日融资净买入55.82万元；融资余额6707.14万元，较前一日增加0.84%。 融资方面，当日融资买入155.68万元，融资偿还99.86万元，融资净买入55.82万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6707.14万元。
44,国缆检测：连续5日融资净偿还累计299.98万元（06-26）,2023-06-27 09:00:27,301289.sz,2023年6月26日国缆检测连续5日融资净偿还累计299.98万元
45,国缆检测：连续4日融资净偿还累计280.59万元（06-21）,2023-06-26 08:57:17,301289.sz,国缆检测融资融券信息显示，2023年6月21日融资净偿还35.51万元；融资余额6670.7万元，较前一日下降0.53%。 融资方面，当日融资买入159万元，融资偿还194.51万元，融资净偿还35.51万元，连续4日净偿还累计280.59万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6670.7万元。
46,国缆检测：连续3日融资净偿还累计245.09万元（06-20）,2023-06-21 08:57:44,301289.sz,国缆检测融资融券信息显示，2023年6月20日融资净偿还112.77万元；融资余额6706.21万元，较前一日下降1.65%。 融资方面，当日融资买入155.73万元，融资偿还268.5万元，融资净偿还112.77万元，连续3日净偿还累计245.09万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6706.21万元。
47,国缆检测：融资净偿还65.5万元，融资余额6818.98万元（06-19）,2023-06-20 09:00:18,301289.sz,2023年6月19日国缆检测融资净偿还65.5万元，融资余额6818.98万元
48,国缆检测：融资净偿还66.82万元，融资余额6884.48万元（06-16）,2023-06-19 09:02:25,301289.sz,2023年6月16日国缆检测融资净偿还66.82万元，融资余额6884.48万元
49,国缆检测本周融资净偿还26.15万元，居专业服务板块第十二,2023-06-18 15:08:13,301289.sz,国缆检测本周(2023/06/12-2023/06/16)累计涨幅达1.02%，截至6月16日最新股价报收34.75元。从增量上来看，6月12日至6月15日融资买入交易规模560.58万元，融资偿还规模586.72万元，期内融资净偿还26.15万元。从存量上来看，截止6月18日，国缆检测融资融券余额6951.3万元，其中融资余额规模6951.3万元，融券余额规模0元。 在两市3176家融资融券标的中，国缆检测期内融资净买入值排名第1605，期末融资余额排名第2541。按东财二级行业分类的融资融券标的统计情况来看，在所属专业服务板块中，国缆检测本周融资净买入额排名10/21，期末融资余额行业排名12/21。
57,国缆检测：连续3日融资净买入累计450.73万元（06-07）,2023-06-08 08:58:33,301289.sz,2023年6月7日国缆检测连续3日融资净买入累计450.73万元
58,国缆检测：融资净买入143.62万元，融资余额6837.11万元（06-06）,2023-06-07 08:55:13,301289.sz,国缆检测融资融券信息显示，2023年6月6日融资净买入143.62万元；融资余额6837.11万元，较前一日增加2.15%。 融资方面，当日融资买入655.93万元，融资偿还512.31万元，融资净买入143.62万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6837.11万元。
59,国缆检测：融资净买入268.37万元，融资余额6693.49万元（06-05）,2023-06-06 08:54:20,301289.sz,国缆检测融资融券信息显示，2023年6月5日融资净买入268.37万元；融资余额6693.49万元，较前一日增加4.18%。 融资方面，当日融资买入837.25万元，融资偿还568.88万元，融资净买入268.37万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6693.49万元。
61,国缆检测：融资净偿还119.84万元，融资余额6425.12万元（06-02）,2023-06-05 08:52:37,301289.sz,国缆检测融资融券信息显示，2023年6月2日融资净偿还119.84万元；融资余额6425.12万元，较前一日下降1.83% 融资方面，当日融资买入51.89万元，融资偿还171.73万元，融资净偿还119.84万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6425.12万元。
62,国缆检测本周融资净买入48.63万元，居专业服务板块第八,2023-06-04 15:10:38,301289.sz,国缆检测本周(2023/05/29-2023/06/02)累计跌幅达2.37%，截至6月2日最新股价报收34.96元。从增量上来看，5月29日至6月1日融资买入交易规模905.76万元，融资偿还规模857.13万元，期内融资净买入48.63万元。从存量上来看，截止6月4日，国缆检测融资融券余额6544.96万元，其中融资余额规模6544.96万元，融券余额规模0元。 在两市3165家融资融券标的中，国缆检测期内融资净买入值排名第1302，期末融资余额排名第2567。按东财二级行业分类的融资融券标的统计情况来看，在所属专业服务板块中，国缆检测本周融资净买入额排名8/21，期末融资余额行业排名13/21。
63,【调研快报】国缆检测接待江海证券调研,2023-06-02 15:20:59,301289.sz,国缆检测接待江海证券调研
64,国缆检测：融资净偿还104.12万元，融资余额6544.96万元（06-01）,2023-06-02 09:00:26,301289.sz,2023年6月1日国缆检测融资净偿还104.12万元，融资余额6544.96万元
65,国缆检测：融资净买入386.87万元，融资余额6649.08万元（05-31）,2023-06-01 08:53:39,301289.sz,国缆检测融资融券信息显示，2023年5月31日融资净买入386.87万元；融资余额6649.08万元，较前一日增加6.18%。 融资方面，当日融资买入436.8万元，融资偿还49.93万元，融资净买入386.87万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6649.08万元。
66,国缆检测：融资净偿还45.17万元，融资余额6262.2万元（05-30）,2023-05-31 08:58:13,301289.sz,国缆检测融资融券信息显示，2023年5月30日融资净偿还45.17万元；融资余额6262.2万元，较前一日下降0.72%。 融资方面，当日融资买入133.89万元，融资偿还179.07万元，融资净偿还45.17万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6262.2万元。
67,国缆检测：全资子公司国缆广东获得多项认可证书,2023-05-31 08:52:53,301289.sz,国缆检测5月30日晚间公告，公司下属全资子公司国缆检测（广东）有限（简称“国缆广东”）公司近日获得中国合格评定国家认可委员会（CNAS）颁发的《实验室认可证书》和《检验机构认可证书》，于2022年11月15日获得广东省市场监督管理局颁发的《检验检测机构资质认定证书》（CMA证书）。
68,国缆检测：全资子公司获得多项认可证书,2023-05-30 16:53:08,301289.sz,国缆检测(301289)5月30日晚间公告，公司下属全资子公司国缆检测(广东)有限公司近日获得中国合格评定国家认可委员会（CNAS）颁发的《实验室认可证书》和《检验机构认可证书》，于2022年11月15日获得广东省市场监督管理局颁发的《检验检测机构资质认定证书》（CMA证书）。
69,国缆检测：融资净偿还188.95万元，融资余额6307.37万元（05-29）,2023-05-30 08:55:21,301289.sz,2023年5月29日国缆检测融资净偿还188.95万元，融资余额6307.37万元
70,国缆检测：融资净买入3.16万元，融资余额6496.33万元（05-26）,2023-05-29 09:00:05,301289.sz,2023年5月26日国缆检测融资净买入3.16万元，融资余额6496.33万元
71,国缆检测本周融资净偿还163.4万元，居专业服务板块第七,2023-05-28 15:08:01,301289.sz,国缆检测本周(2023/05/22-2023/05/26)累计涨幅达0.97%，截至5月26日最新股价报收47.05元。从增量上来看，5月22日至5月25日融资买入交易规模933.16万元，融资偿还规模1096.56万元，期内融资净偿还163.4万元。从存量上来看，截止5月28日，国缆检测融资融券余额6493.17万元，其中融资余额规模6493.17万元，融券余额规模0元。 国缆检测本周两融资金延续回落态势，融资余额已连续3周降低累计达1076.47万元。在两市3160家融资融券标的中，国缆检测期内融资净买入值排名第1780，期末融资余额排名第2554。按东财二级行业分类的融资融券标的统计情况来看，在所属专业服务板块中，国缆检测本周融资净买入额排名15/21，期末融资余额行业排名13/21。
72,国缆检测：融资净买入49.96万元，融资余额6493.17万元（05-25）,2023-05-26 08:57:37,301289.sz,国缆检测融资融券信息显示，2023年5月25日融资净买入49.96万元；融资余额6493.17万元，较前一日增加0.78%。 融资方面，当日融资买入275.01万元，融资偿还225.05万元，融资净买入49.96万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6493.17万元。
73,国缆检测：连续10日融资净偿还累计1355.54万元（05-24）,2023-05-25 08:48:34,301289.sz,国缆检测融资融券信息显示，2023年5月24日融资净偿还136.7万元；融资余额6443.21万元，较前一日下降2.08%。 融资方面，当日融资买入271.43万元，融资偿还408.12万元，融资净偿还136.7万元，连续10日净偿还累计1355.54万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计6443.21万元。
92,国缆检测股东户数下降2.16%，户均持股10.09万元,2023-05-08 21:33:51,301289.sz,国缆检测2023年5月8日在深交所互动易中披露，截至2023年4月28日公司股东户数为6825户，较上期（2023年4月20日）减少151户，减幅为2.16%。 国缆检测股东户数低于行业平均水平。根据Choice数据，截至2023年4月28日社会服务行业上市公司平均股东户数为3.2万户。其中，公司股东户数处于0.5万~1.5万区间占比最高，为28.00%，国缆检测也处在该区间范围内。  自2023年3月10日以来，公司股东户数连续3期下降，截至目前减幅为14.59%。2023年3月10日至2023年4月28日区间股价下降4.16%。  截至2023年4月28日，公司最新总股本为6000万股，其中流通股本为1500万股。最新户均持有流通股数为2198，较上期略有上升；户均流通股市值为10.09万元。 国缆检测户均持有流通市值低于行业平均水平。根据Choice数据，截至2023年4月28日，社会服务行业A股上市公司平均户均持有流通股市值为26.77万元。其中，25.33%的公司户均持有流通股市值在10万~15.5万区间内，国缆检测也处在该区间范围内。
93,国缆检测：连续7日融资净买入累计1626.48万元（05-05）,2023-05-08 09:00:39,301289.sz,国缆检测融资融券信息显示，2023年5月5日融资净买入73.82万元；融资余额7569.64万元，较前一日增加0.98%。 融资方面，当日融资买入221.42万元，融资偿还147.61万元，融资净买入73.82万元，连续7日净买入累计1626.48万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计7569.64万元。
94,国缆检测：连续6日融资净买入累计1552.66万元（05-04）,2023-05-05 09:05:24,301289.sz,国缆检测融资融券信息显示，2023年5月4日融资净买入147.51万元；融资余额7495.82万元，较前一日增加2.01%。 融资方面，当日融资买入405.2万元，融资偿还257.69万元，融资净买入147.51万元，连续6日净买入累计1552.66万元。融券方面，融券卖出0股，融券偿还0股，融券余量0股，融券余额0元。融资融券余额合计7495.82万元。
95,国缆检测：连续5日融资净买入累计1405.15万元（04-28）,2023-05-04 09:05:04,301289.sz,2023年4月28日国缆检测连续5日融资净买入累计1405.15万元
96,安信证券维持国缆检测买入评级 目标价52.5元,2023-05-04 08:03:39,301289.sz,安信证券5月4日发布研报，维持国缆检测买入评级，目标价位52.5元。截至报告日，公司最新收盘价为45.5元，较目标价有15.38%的上行空间。安信证券预测，国缆检测2023年归母净利润9000万元，同比增长22.27%。 国缆检测近一个月获得2份券商研报关注。研报详细数据如下表所示：
