,title,post_publish_time,code_name,content
38,大宗交易：超频三成交401.29万元，折价14.43%（11-24）,2022-11-24 18:02:09,300647.sz,2022年11月24日，超频三发生了1笔大宗交易，总成交53.72万股，成交金额401.29万元，成交价7.47元。当日收盘报价8.73元，涨幅0.69%，成交金额5009.24万元；大宗交易成交金额占当日成交金额8.01%，折价14.43%。 11月24日，藏格矿业、奥特维、金发科技、广联达、博瑞医药等公司均发生大宗交易，具体情况如下表：
39,浙商证券首次给予超频三买入评级 目标价11.1元,2022-11-13 10:26:52,300647.sz,浙商证券11月13日发布研报，首次给予超频三买入评级，目标价位11.1元。截至报告日，公司最新收盘价为9.24元，较目标价有20.13%的上行空间。浙商证券预测，超频三2022年归母净利润6130万元，同比增长137.92%。 超频三近一个月获得3份券商研报关注。研报详细数据如下表所示：
40,超频三：锂电池正极关键材料生产基地建设项目二期计划于2023年1月开工 2023年12月建成投产,2022-11-11 22:00:45,300647.sz,超频三近期接受投资者调研时称，公司锂电池正极关键材料生产基地建设项目共分为三期建设，二期项目计划于2023年1月开工，2023年12月建成投产。
41,超频三股东户数增加3.69%，户均持股16.46万元,2022-11-04 19:39:30,300647.sz,超频三2022年11月4日在深交所互动易中披露，截至2022年10月31日公司股东户数为2.49万户，较上期（2022年10月20日）增加886户，增幅为3.69%。 超频三股东户数低于行业平均水平。根据Choice数据，截至2022年10月31日电子行业上市公司平均股东户数为4.6万户。其中，公司股东户数处于1万~2.5万区间占比最高，为36.86%，超频三也处在该区间范围内。  2022年7月29日至今，公司股东户数有所增长，区间涨幅为5.84%。2022年7月29日至2022年10月31日区间股价下降13.70%。  截至2022年10月31日，公司最新总股本为4.57亿股，其中流通股本为4.17亿股。户均持有流通股数量由上期的1.74万股下降至1.67万股，户均流通市值16.46万元。 超频三户均持有流通市值低于行业平均水平。根据Choice数据，截至2022年10月31日，电子行业A股上市公司平均户均持有流通股市值为32.18万元。其中，26.54%的公司户均持有流通股市值在10万~20万区间内，超频三也处在该区间范围内。
42,信达证券维持超频三买入评级 预计2022年净利润同比增长136.49%,2022-10-30 16:36:47,300647.sz,信达证券10月30日发布研报，维持超频三买入评级。信达证券预测，超频三2022年归母净利润5900万元，同比增长136.49%。 超频三近一个月获得2份券商研报关注。研报详细数据如下表所示：
43,东北证券首次给予超频三买入评级 预计2022年净利润同比增长134.64%,2022-10-28 17:31:23,300647.sz,东北证券10月28日发布研报，首次给予超频三买入评级。东北证券预测，超频三2022年归母净利润5600万元，同比增长134.64%。
44,【图解季报】超频三：2022年前三季度归母净利润3525万元，同比扭亏为盈,2022-10-28 10:18:11,300647.sz,超频三于2022年10月28日披露三季报，公司2022年前三季度实现营业总收入8.21亿元，同比增长126.7%；实现归母净利润3525万元，上年同期为-1753.6万元，同比扭亏为盈；每股收益为0.08元。  公司2022三季度营业成本6.3亿元，同比增长153.8%，高于营业收入126.7%的增速，导致毛利率下降8.2%。期间费用率为19.3%，较去年下降22.6%。
45,超频三股东户数增加1.45%，户均持股15.15万元,2022-10-27 21:37:18,300647.sz,超频三2022年10月28日在深交所互动易中披露，截至2022年10月20日公司股东户数为2.4万户，较上期（2022年9月30日）增加343户，增幅为1.45%。 超频三股东户数低于行业平均水平。根据Choice数据，截至2022年10月20日电子行业上市公司平均股东户数为4.64万户。其中，公司股东户数处于1万~3万区间占比最高，为43.86%，超频三也处在该区间范围内。  2022年7月8日至今，公司股东户数有所增长，区间涨幅为3.53%。2022年7月8日至2022年10月20日区间股价下降21.28%。  截至2022年10月20日，公司最新总股本为4.57亿股，其中流通股本为4.17亿股。户均持有流通股数量由上期的1.76万股下降至1.74万股，户均流通市值15.15万元。 超频三户均持有流通市值低于行业平均水平。根据Choice数据，截至2022年10月20日，电子行业A股上市公司平均户均持有流通股市值为32.94万元。其中，25.31%的公司户均持有流通股市值在10.5万~21万区间内，超频三也处在该区间范围内。
46,超频三：2022年前三季度净利润3525.41万元，同比扭亏为盈,2022-10-27 19:50:41,300647.sz,超频三（300647）发布三季报，2022年前三季度实现营业总收入8.21亿元，同比增长126.68%；归属母公司股东净利润3525.41万元，上年同期亏损1753.55万元；基本每股收益为0.0771元。
47,超频三：控股股东、实控人进行股票质押式回购交易,2022-09-13 23:14:30,300647.sz,超频三9月13日公告，公司于近日接到公司控股股东、实际控制人之一刘郁的通知，获悉刘郁将其持有的公司部分股份进行了股票质押式回购交易。本次质押884万股，占公司总股本比例1.93%。截至公告披露日，公司控股股东、实际控制人刘郁、张魁及其一致行动人云南吉信泰富企业管理中心(有限合伙)合计质押3123万股，占公司总股本比例6.83%。
48,【调研快报】超频三接待兴业全球基金等多家机构调研,2022-08-31 21:02:50,300647.sz,超频三8月31日发布消息，2022年8月28日-2022年8月29日，公司接待兴业全球基金等多家机构调研，接待人员副总经理、董事会秘书王军，通过电话会议进行。  一、公司概况介绍深圳市超频三科技股份有限公司(以下简称“公司”)2022年半年度实现营业总收入58，015.64万元，较上年同期上升144.50%;实现归属于上市公司股东的净利润3，029.42万元，较上年同期上升2，065.60%。随着新能源行业的持续快速发展，锂电池材料市场需求较去年同期大幅增长…  除当日外，超频三近一年共接待39家机构46次调研，历史回测情况如下表所示：  8月31日，容百科技、高测股份、传音控股、澳华内镜、生益科技、新宙邦等公司相继发布机构调研公告，具体情况如下表：
49,太平洋给予超频三买入评级 Q2单季受下游客户交付结构负面影响 下半年重归弹性增长常态,2022-08-31 14:36:51,300647.sz,太平洋08月31日发布研报称，给予超频三(300647.SZ，最新价：9.7元)买入评级。评级理由主要包括：1)二季度单季利润较低主要系下游客户交付结构影响；2)圣比和净利润率达到10.88%，充分彰显废旧电池回收模式盈利优势；3)云南未受高温天影响，公司不受限电冲击且受益于材料价格反弹。风险提示：(1)公司废旧锂电回收与正极材料扩产不及预期；(2)锂电池上下游材料价格大幅波动，导致公司成长假设出现变化；(3)传统LED照明领域业务拖累超预期，导致局部业务亏损持续；(4)散热行业下游关键客户开拓不顺，行业竞争加剧。 AI点评：超频三近一个月获得2份券商研报关注，买入2家，平均目标价为22.72元，与最新价9.7元相比，高13.02元，目标均价涨幅134.23%。
50,太平洋维持超频三买入评级 目标价22.72元,2022-08-31 14:27:55,300647.sz,太平洋8月31日发布研报，维持超频三买入评级，目标价位22.72元。截至报告日，公司最新收盘价为9.69元，较目标价有134.47%的上行空间。太平洋预测，超频三2022年归母净利润8500万元，同比增长152.58%。 超频三近一个月获得2份券商研报关注。研报详细数据如下表所示：
58,超频三：上半年净利润3029万元 同比增2065.6%,2022-08-26 20:04:31,300647.sz,e公司讯，超频三(300647)8月26日晚间披露半年度报告，公司2022年半年度实现营业收入为5.8亿元，同比增长144.50%；归母净利润3029.42万元，同比增长2065.60%；基本每股收益0.07元。
59,注意！超频三将于9月14日召开股东大会,2022-08-26 19:48:19,300647.sz,每经AI快讯，超频三(SZ300647，收盘价：10.48元)8月26日发布公告称，2022年9月14日(星期三)15:00，公司将在深圳市龙岗区天安数码城4栋B座7楼公司会议室召开2022年第三次临时股东大会。本次股东大会将审议《关于为控股子公司申请金融机构综合授信提供担保的议案》等议案，2022年9月5日收市后登记在册的股东可现场参会投票，或通过交易所投票系统行使表决权。 2021年1至12月份，超频三的营业收入构成为：工业占比93.8%，其他行业占比6.2%。 超频三的总经理、董事长均是杜建军，男，54岁，学历背景为硕士。 截至发稿，超频三市值为48亿元。
60,超频三：2022年半年度净利润约3029万元 同比增加2065.6%,2022-08-26 19:48:19,300647.sz,每经AI快讯，超频三(SZ300647，收盘价：10.48元)8月26日晚间发布半年度业绩报告称，2022年上半年营业收入约5.8亿元，同比增加144.5%；归属于上市公司股东的净利润约3029万元，同比增加2065.6%；基本每股收益0.0662元，同比增加2035.48%。拟不派现、不送红股、不转增。 2021年1至12月份，超频三的营业收入构成为：工业占比93.8%，其他行业占比6.2%。 超频三的总经理、董事长均是杜建军，男，54岁，学历背景为硕士。 截至发稿，超频三市值为48亿元。
61,超频三：2022上半年净利润同比增长2066%,2022-08-26 19:39:24,300647.sz,超频三（300647）发布中报，2022上半年实现营业总收入5.8亿元，同比增长144.5%；归属母公司股东净利润3029.42万元，同比增长2065.6%；基本每股收益为0.0662元。
62,信达证券首次给予超频三买入评级 预计2022年净利润同比增长135.88%,2022-08-20 15:00:41,300647.sz,信达证券8月20日发布研报，首次给予超频三买入评级。信达证券预测，超频三2022年归母净利润5800万元，同比增长135.88%。
63,超频三股东户数增加1.33%，户均持股20.35万元,2022-08-12 18:03:32,300647.sz,超频三2022年8月12日在深交所互动易中披露，截至2022年8月10日公司股东户数为2.38万户，较上期（2022年7月29日）增加314户，增幅为1.33%。 超频三股东户数低于行业平均水平。根据Choice数据，截至2022年8月10日电子行业上市公司平均股东户数为4.73万户。其中，公司股东户数处于0.5万~1.5万区间占比最高，为30.89%。  2022年5月31日至今，公司股东户数有所下降，区间跌幅为3.77%。2022年5月31日至2022年8月10日区间股价上涨21.38%。  截至2022年8月10日，公司最新总股本为4.57亿股，其中流通股本为4.17亿股。户均持有流通股数量由上期的1.77万股下降至1.75万股，户均流通市值20.35万元。 超频三户均持有流通市值低于行业平均水平。根据Choice数据，截至2022年8月10日，电子行业A股上市公司平均户均持有流通股市值为34.23万元。其中，25.47%的公司户均持有流通股市值在12万~22.5万区间内，超频三也处在该区间范围内。
64,超频三股东户数增加1.42%，户均持股20.18万元,2022-08-05 17:37:23,300647.sz,超频三2022年8月5日在深交所互动易中披露，截至2022年7月29日公司股东户数为2.35万户，较上期（2022年7月8日）增加329户，增幅为1.42%。 超频三股东户数低于行业平均水平。根据Choice数据，截至2022年7月29日电子行业上市公司平均股东户数为4.67万户。其中，公司股东户数处于0.5万~1.5万区间占比最高，为31.44%。  2022年4月29日至今，公司股东户数显著下降，区间跌幅为13.51%。2022年4月29日至2022年7月29日区间股价上涨52.89%。  截至2022年7月29日，公司最新总股本为4.57亿股，其中流通股本为4.17亿股。户均持有流通股数量由上期的1.8万股下降至1.77万股，户均流通市值20.18万元。 超频三户均持有流通市值低于行业平均水平。根据Choice数据，截至2022年7月29日，电子行业A股上市公司平均户均持有流通股市值为34.55万元。其中，24.93%的公司户均持有流通股市值在12万~22.5万区间内，超频三也处在该区间范围内。
65,超频三：公司5G散热工业园建设项目已经深圳市龙岗区发展和改革局备案,2022-08-05 17:18:17,300647.sz,每经AI快讯，有投资者在投资者互动平台提问：请问公司5g散热工业园在哪个城市？一说益阳，一说深圳，到底在哪个城市？ 超频三(300647.SZ)8月5日在投资者互动平台表示，公司5G散热工业园建设项目已经深圳市龙岗区发展和改革局备案。
66,超频三：公司5G散热工业园建设项目预计达到可使用状态日期为2023年9月30日,2022-08-05 17:18:16,300647.sz,每经AI快讯，有投资者在投资者互动平台提问：请问公司5G散热工业园何时可以投入使用？ 超频三(300647.SZ)8月5日在投资者互动平台表示，公司5G散热工业园建设项目预计达到可使用状态日期为2023年9月30日。
67,超频三锂电池回收和正极材料扩产项目将于今年12月投产,2022-07-26 20:09:27,300647.sz,上海证券报记者从深圳市超频三科技股份有限公司(以下简称“超频三”)了解到，目前公司的锂电池正极关键材料生产基地建设项目整体建设正在根据计划有序推进，一期预计投产时间为2022年12月。一期子项目实施后，将形成新增产能包括10000吨三元前驱体，3000吨碳酸锂以及5000吨三元正极材料。与其他厂商不同之处在于，超频三制备正极材料的原料主要来源于废旧电池回收。 超频三成立于2005年，主营业务为电子产品新型散热器件、LED照明灯具、锂电池正极材料的研发、生产和销售。去年，通过收购个旧圣比和实业有限公司(简称“个旧圣比和”)，超频三积极向锂电池回收与正极材料领域拓展延伸。 超频三有关人士表示，去年并表个旧圣比和后，目前公司在手订单充裕，客户结构也在进一步优化。随着国内外宏观经济环境变化和行业内新增产能的释放，预计行业洗牌重整格局将会逐渐形成，最终将利好于具备一定规模和资金实力且拥有核心技术的锂电池正极关键材料生产厂商。同时，公司制备正极材料的原料主要来源于废旧电池回收，产业链覆盖长度更长，盈利能力与抵御风险能力也更强。
68,【调研快报】超频三接待光大证券等多家机构调研,2022-07-26 19:47:23,300647.sz,超频三7月26日发布消息，2022年7月15日-2022年7月26日，公司接待光大证券等多家机构调研，接待人员副总经理、董事会秘书王军，接待地点公司会议室、电话会议。  一、公司概况介绍深圳市超频三科技股份有限公司(以下简称“公司”)主营业务为电子产品新型散热器件、锂电池正极材料、LED照明灯具的研发、生产和销售，在立足于专业散热领域的同时，公司积极拓展锂电池正极材料领域，锂电池正极材料业务逐渐成为公司的核心战略业务。公司控股子公司个旧圣比和实业有限公司(以下简称“…  除当日外，超频三近一年共接待29家机构31次调研，历史回测情况如下表所示：  7月26日，明月镜片、珀莱雅、苏州银行、苏州银行、伟星股份、杭萧钢构等公司相继发布机构调研公告，具体情况如下表：
69,超频三：锂电池正极关键材料生产基地一期预计投产时间为2022年12月,2022-07-21 18:20:18,300647.sz,超频三7月21日在互动平台回答投资者提问时表示，截至目前，锂电池正极关键材料生产基地建设一期项目整体建设正在根据计划有序推进，一期预计投产时间为2022年12月。
70,超频三股东户数下降6.47%，户均持股19.93万元,2022-07-21 17:58:07,300647.sz,超频三2022年7月21日在深交所互动易中披露，截至2022年7月8日公司股东户数为2.32万户，较上期（2022年6月20日）减少1604户，减幅为6.47%。 超频三股东户数低于行业平均水平。根据Choice数据，截至2022年7月8日电子行业上市公司平均股东户数为4.73万户。其中，公司股东户数处于0.5万~1.5万区间占比最高，为31.25%。  2022年3月31日至今，公司股东户数显著下降，区间跌幅为15.26%。2022年3月31日至2022年7月8日区间股价上涨32.97%。  截至2022年7月8日，公司最新总股本为4.57亿股，其中流通股本为4.17亿股。户均持有流通股数量由上期的1.68万股上升至1.8万股，户均流通市值19.93万元。 超频三户均持有流通市值低于行业平均水平。根据Choice数据，截至2022年7月8日，电子行业A股上市公司平均户均持有流通股市值为33.89万元。其中，26.09%的公司户均持有流通股市值在12万~22.5万区间内，超频三也处在该区间范围内。
71,【调研快报】超频三接待华夏基金等多家机构调研,2022-07-04 19:12:59,300647.sz,超频三7月4日发布消息，2022年6月27日-2022年7月1日，公司接待华夏基金等多家机构调研，接待人员副总经理、董事会秘书王军，通过电话会议进行。  一、公司概况介绍深圳市超频三科技股份有限公司(以下简称“公司”)主营业务为电子产品新型散热器件、锂电池正极材料、LED照明灯具的研发、生产和销售，在立足于专业散热领域的同时，公司积极拓展锂电池正极材料领域，锂电池正极材料业务逐渐成为公司的核心战略业务。公司控股子公司个旧圣比和实业有限公司(以下简称“…  除当日外，超频三近一年共接待14家机构15次调研，历史回测情况如下表所示：  7月4日，中微公司、诺唯赞、通富微电、华海清科、霍莱沃、泰坦科技等公司相继发布机构调研公告，具体情况如下表：
72,超频三股东户数增加26户，户均持股17.26万元,2022-06-28 17:52:11,300647.sz,超频三2022年6月28日在深交所互动易中披露，截至2022年6月20日公司股东户数为2.48万户，较上期（2022年5月31日）增加26户，增幅为0.10%。 超频三股东户数低于行业平均水平。根据Choice数据，截至2022年6月20日电子行业上市公司平均股东户数为4.69万户。其中，公司股东户数处于0.5万~1.5万区间占比最高，为31.98%。  2022年2月28日至今，公司股东户数显著下降，区间跌幅为17.80%。2022年2月28日至2022年6月20日区间股价上涨1.18%。  截至2022年6月20日，公司最新总股本为4.31亿股，其中流通股本为4.17亿股。户均持有流通股数量为1.68万股，较上期略有下降；户均流通市值17.26万元。 超频三户均持有流通市值低于行业平均水平。根据Choice数据，截至2022年6月20日，电子行业A股上市公司平均户均持有流通股市值为33.4万元。其中，26.29%的公司户均持有流通股市值在11.5万~22万区间内，超频三也处在该区间范围内。
73,超频三：公司定增获批 锂电池回收和正极材料扩产项目年底投产,2022-06-23 21:48:34,300647.sz,巩固散热领域市场地位的同时，超频三(300647)布局锂电池回收以及正极材料相关业务取得实质进展。6月20日超频三公告，以简易程序定增募资不超过2亿元的申请获证监会注册批复，募集资金将全部投资于锂电池正极关键材料生产基地建设一期子项目。 超频三有关人士介绍，目前锂电池正极关键材料生产基地建设项目整体建设正在根据计划有序推进，一期预计投产时间为2022年12月。一期子项目实施后，将形成新增产能包括10000吨三元前驱体，3000吨碳酸锂以及5000吨三元正极材料，与其他厂商不同之处在于，超频三制备正极材料的原料主要来源于废旧电池回收。  超频三成立于2005年，主营业务为电子产品新型散热器件、LED照明灯具、锂电池正极材料的研发、生产和销售。通过收购个旧圣比和实业有限公司(简称“个旧圣比和”)，超频三积极向锂电池回收与正极材料领域拓展延伸。 个旧圣比和成立于2001年，是国内最早进入锂离子电池材料领域研究、生产和销售的企业之一，拥有“废旧锂离子电池材料综合回收利用-前驱体/碳酸锂-正极材料”完整产业链技术。2018年7月，超频三通过公开摘牌收购个旧圣比和49.5%股权，后于2021年9月完成收购其5%股权并纳入合并报表范围。至此，超频三对个旧圣比和的持股比例升至54.50%，个旧圣比和成为其控股子公司。 超频三有关人士表示，通过控股个旧圣比和，超频三成功切入锂电池回收以及正极关键材料领域，加大对锂电池正极材料产业布局的投入，后续将综合考虑行业发展趋势、个旧圣比和经营业绩情况等进行战略规划。 配合个旧圣比和在锂电材料上的优势，今年2月超频三召开临时股东大会，审议通过了《关于拟投资建设锂电池正极关键材料生产基地暨签署投资协议书的议案》。 按照议案，超频三拟投入50亿元，分三期在蒙自经济技术开发区冶金材料加工区投资建设锂电池正极关键材料生产基地，建设年处理4.5万吨金属量废旧锂电池及电极材料生产线，年产6万吨前驱体、年产2万吨碳酸锂、年产2万吨正极材料生产线等。 紧随其后，今年3月超频三启动简易程序向特定对象发行股票预案，募集资金全部投向锂电池正极关键材料生产基地建设一期子项目。根据超频三与红河州人民政府签署的《锂电池正极关键材料生产基地建设项目投资协议书》，计划在云南省蒙自经济技术开发区建造“锂电池正极关键材料生产基地”项目，本次募投项目即为其中第一期项目的子项目。  事隔3个月后，超频三6月20日公告定增申请获证监会注册批复。 值得注意的是，本次定增发行对象包括云南国资旗下股权投资机构和多家公募基金。 超频三本次定增发行价格为7.49元，认购金额约2亿元，其中获配最高份额的是云南金种子股权投资基金合伙企业(有限合伙)(简称“云南金种子”)，其实际控制人为云南省财政厅。超频三有关人士介绍，募投项目实施地点在云南省红河州，该项目是云南省重点项目，云南金种子也对该项目进行了深度调研。 按照规划，定增募投项目建设期12个月。项目实施后，将形成新增产能包括10000吨三元前驱体，3000吨碳酸锂以及5000吨三元正极材料。项目投产后，三元前驱体和碳酸锂产品既可用于超频三三元正极材料生产的原材料需求，也可对外销售。 超频三在机构调研中透露，截至目前，募投项目已取得《红河州生态环境局关于锂电池正极关键材料生产基地建设项目(一期)环境影响报告书的批复》，能评、安评相关批复也在申请中，项目相关的建设招投标工作都已启动。项目整体建设正在根据计划有序推进，一期预计投产时间为2022年12月。 由于市场需求过大且供给紧张，三元正极关键材料的市场价格也在不断上升。根据上海有色金属网数据，2020年-2021年，我国碳酸锂价格上涨超过350%，三元前驱体价格上涨约60%。 受益碳酸锂价格暴增，作为募投项目实施方的个旧圣比和去年以来业绩快速增长。2021年和2022年一季度，个旧圣比和分别实现营收2.09亿元和1.64亿元，净利润分别为425.86万元和2146.16万元，今年一季度个旧圣比和净利润已达到去年全年的五倍。 值得注意的是，赚钱效应下，锂电池正极材料生产厂商纷纷追求新建产线、扩张产能，抢占市场份额。其中，长远锂科、厦钨新能、芳源股份、中伟股份、丰元股份等上市公司均将新建锂电池正极关键材料相关生产项目作为其融资的募投项目。 对此，超频三有关人士表示，去年并表个旧圣比和后，目前公司在手订单充裕，客户结构也在进一步优化。随着国内外宏观经济环境变化和行业内新增产能的释放，预计行业洗牌重整格局将会逐渐形成，最终将利好于具备一定规模和资金实力且拥有核心技术的锂电池正极关键材料生产厂商，同时公司制备正极材料的原料主要来源于废旧电池回收，产业链覆盖长度更长，盈利能力与抵御风险能力也更强。
74,超频三：非公开发行股票申请获证监会批准,2022-06-17 15:36:14,300647.sz,超频三(300647)6月17日公告，公司收到中国证监会批复，核准公司非公开发行不超2670.23万股。批复自核准发行之日起12个月内有效。
95,太平洋给予超频三买入评级 Q1成长大超预期 锂电回收&正极材料渐成公司成长主线,2022-05-05 14:44:37,300647.sz,太平洋05月05日发布研报称，给予超频三(300647.SZ，最新价：8.25元)买入评级。评级理由主要包括：1)Q1利润的大幅增长，彰显公司成长拐点已经来临；2)废旧锂电回收与正极材料已成为公司成长主线；3)传统业务整合初见成效，今年将持续推进；4)简易程序定增完成，一期扩产已箭在弦上，产能增量指日可待。风险提示：(1)公司废旧锂电回收与正极材料扩产不及预期；(2)上下游材料价格大幅波动，导致公司成长假设出现变化；(3)传统LED照明领域业务拖累超预期，导致局部业务亏损持续；(4)散热行业下游客户开拓不顺，行业竞争加剧。
